News,Label,Cleaned Data
"['electron', 'case', 'report', 'ecr', 'autom', 'gener', 'transmiss', 'case', 'report', 'electron', 'health', 'record', 'ehr', 'public', 'health', 'agenc', 'review', 'action', 'ecr', 'make', 'diseas', 'report', 'healthcar', 'public', 'health', 'faster', 'easier', 'ecr', 'allow', 'rapid', 'adopt', 'implement', 'ecr', 'covid19', 'enabl', 'real', 'time', 'track']",1,electron case report ecr autom gener transmiss case report electron health record ehr public health agenc review action ecr make diseas report healthcar public health faster easier ecr allow rapid adopt implement ecr covid19 enabl real time track
"['learn', 'healthcar', 'provid', 'report', 'covid19', 'case']",1,learn healthcar provid report covid19 case
"['learn', 'hospit', 'surveil', 'rate', 'inform', 'help', 'find', 'risk', 'sever', 'ill', 'death', 'includ', 'import', 'demograph', 'inform']",1,learn hospit surveil rate inform help find risk sever ill death includ import demograph inform
"['learn', 'prepar', 'respond', 'covid19', 'dental', 'facil']",1,learn prepar respond covid19 dental facil
"['thi', 'report', 'describ', 'nurs', 'home', 'west', 'virginia', 'use', 'univers', 'covid19', 'test', 'resid', 'staff', 'member', 'slow', 'spread', 'infect', 'prevent', 'larg', 'outbreak', 'thi', 'popul', 'higher', 'risk']",1,thi report describ nurs home west virginia use univers covid19 test resid staff member slow spread infect prevent larg outbreak thi popul higher risk
"['thi', 'report', 'describ', 'kentucki', 'indic', 'monitor', 'report', 'allow', 'systemat', 'assess', 'state', 'mitig', 'respons', 'reopen', 'effort']",1,thi report describ kentucki indic monitor report allow systemat assess state mitig respons reopen effort
"['thi', 'report', 'describ', 'investig', 'ani', 'report', 'covid19', 'case', 'child', 'adult', 'present', 'child', 'care', 'program', 'mitig', 'effort', 'rhode', 'island', 'dure', 'june', '1juli', '31', '2020']",1,thi report describ investig ani report covid19 case child adult present child care program mitig effort rhode island dure june 1juli 31 2020
"['thi', 'report', 'describ', 'cumul', 'incid', 'laboratori', 'confirm', 'covid19', 'among', 'american', 'indian', 'alaska', 'nativ', 'person', '23', 'state']",1,thi report describ cumul incid laboratori confirm covid19 among american indian alaska nativ person 23 state
"['covid19', 'coronaviru', 'surveil', 'data', 'case', 'pregnanc', 'pregnant', 'women', 'race', 'ethnic', 'divers', 'risk']",1,covid19 coronaviru surveil data case pregnanc pregnant women race ethnic divers risk
"['thousand', 'cdc', 'staffer', 'take', 'part', 'effort', 'contain', 'roll', 'back', 'spread', 'covid19', 'read', 'address', 'thi', 'challeng', 'head']",1,thousand cdc staffer take part effort contain roll back spread covid19 read address thi challeng head
"['contact', 'tracer', 'guid', 'covid19', 'focus', 'commun', 'strategi', 'contact', 'interview', 'provid', 'suggest', 'languag', 'topic', 'area', 'cover', 'interview']",1,contact tracer guid covid19 focus commun strategi contact interview provid suggest languag topic area cover interview
"['cdc', 'public', 'health', 'news', 'press', 'releas', 'govern', 'public', 'health', 'news', 'medic', 'diseas', 'news', 'stori', 'idea', 'photo']",1,cdc public health news press releas govern public health news medic diseas news stori idea photo
"['learn', 'beauti', 'salon', 'barbershop', 'employe', 'need', 'know', 'prevent', 'spread', 'covid19']",1,learn beauti salon barbershop employe need know prevent spread covid19
"['learn', 'worker', 'need', 'know', 'prevent', 'heat', 'stress', 'dure', 'covid19', 'pandem']",1,learn worker need know prevent heat stress dure covid19 pandem
"['learn', 'employ', 'need', 'know', 'prevent', 'heat', 'stress', 'dure', 'covid19', 'pandem']",1,learn employ need know prevent heat stress dure covid19 pandem
"['cdc', 'research', 'develop', 'survey', 'rand', 'wa', 'design', 'conduct', 'research', 'survey', 'method', 'covid19', 'pandem', 'sruck', 'design', 'quickli', 'repurpos', 'produc', 'data', 'access', 'healthcar', 'use', 'telemedicin', 'loss', 'work', 'due', 'ill', 'covid19']",1,cdc research develop survey rand wa design conduct research survey method covid19 pandem sruck design quickli repurpos produc data access healthcar use telemedicin loss work due ill covid19
"['learn', 'util', 'worker', 'need', 'know', 'protect', 'themselv', 'covid19']",1,learn util worker need know protect themselv covid19
"['list', 'public', 'servic', 'announc', 'relat', 'coronaviru']",1,list public servic announc relat coronaviru
"['learn', 'wareh', 'employ', 'need', 'know', 'protect', 'employe', 'covid19']",1,learn wareh employ need know protect employe covid19
"['learn', 'wareh', 'employe', 'need', 'know', 'protect', 'themselv', 'covid19']",1,learn wareh employe need know protect themselv covid19
"['caustic', 'social', 'media', 'post', 'public', 'quarrel', 'covid19', 'made', 'cdc', 'diseas', 'detect', 'nervou', 'way', 'peopl', 'would', 'react', 'knock', 'door', 'thi', 'stori', 'happen', 'rachael', 'zack', 'went', 'trace', 'spread', 'covid19', 'seattl', 'ask', 'peopl', 'blood', 'sampl']",1,caustic social media post public quarrel covid19 made cdc diseas detect nervou way peopl would react knock door thi stori happen rachael zack went trace spread covid19 seattl ask peopl blood sampl
"['cdc', 'notifi', 'travel', 'audienc', 'health', 'threat', 'destin', 'around', 'world', 'travel', 'health', 'notic', 'thn', 'dure', 'covid19', 'pandem', 'cdc', 'ha', 'also', 'provid', 'interact', 'world', 'map', 'specif', 'show', 'covid19', 'travel', 'recommend', 'countri']",1,cdc notifi travel audienc health threat destin around world travel health notic thn dure covid19 pandem cdc ha also provid interact world map specif show covid19 travel recommend countri
"['find', 'link', 'inform', 'healthcar', 'profession', 'dure', 'novel', 'coronaviru', '2019', 'covid19', 'pandem']",1,find link inform healthcar profession dure novel coronaviru 2019 covid19 pandem
"['learn', 'offshor', 'oil', 'ga', 'employ', 'know', 'protect', 'worker', 'covid19']",1,learn offshor oil ga employ know protect worker covid19
"['learn', 'offshor', 'oil', 'ga', 'employe', 'need', 'know', 'protect', 'themselv', 'covid19']",1,learn offshor oil ga employe need know protect themselv covid19
"['inform', 'covid19', 'nurs', 'home', 'long', 'term', 'care', 'facil']",1,inform covid19 nurs home long term care facil
"['thi', 'document', 'offer', 'oper', 'consider', 'maintain', 'essenti', 'hiv', 'servic', 'low', 'resourc', 'set', 'context', 'covid19']",1,thi document offer oper consider maintain essenti hiv servic low resourc set context covid19
"['inform', 'test', 'method', 'regard', 'coronaviru', 'diseas', '2019', 'covid19']",1,inform test method regard coronaviru diseas 2019 covid19
"['inform', 'covid19', 'affect', 'anim', 'anim', 'product']",1,inform covid19 affect anim anim product
"['current', 'evid', 'suggest', 'handl', 'food', 'consum', 'food', 'associ', 'covid19', 'follow', 'good', 'food', 'safeti', 'practic', 'reduc', 'risk', 'ill', 'common', 'foodborn', 'pathogen']",1,current evid suggest handl food consum food associ covid19 follow good food safeti practic reduc risk ill common foodborn pathogen
"['follow', 'guidanc', 'wa', 'creat', 'help', 'owner', 'administr', 'oper', 'share', 'also', 'call', 'congreg', 'hous', 'facil', 'work', 'togeth', 'resid', 'staff', 'public', 'health', 'offici', 'prevent', 'spread', 'covid19']",1,follow guidanc wa creat help owner administr oper share also call congreg hous facil work togeth resid staff public health offici prevent spread covid19
"['cdc', 'public', 'health', 'news', 'press', 'releas', 'govern', 'public', 'health', 'news', 'medic', 'diseas', 'news', 'stori', 'idea', 'photo']",1,cdc public health news press releas govern public health news medic diseas news stori idea photo
"['learn', 'step', 'cdc', 'take', 'reduc', 'health', 'dispar', 'use', 'data', 'driven', 'approach', 'foster', 'engag', 'lead', 'outreach', 'reduc', 'stigma']",1,learn step cdc take reduc health dispar use data driven approach foster engag lead outreach reduc stigma
"['thi', 'report', 'describ', 'puerto', 'rico', 'depart', 'health', 'implement', 'protocol', 'diagnosi', 'manag', 'prevent', 'covid19', 'prison', 'puerto', 'rico']",1,thi report describ puerto rico depart health implement protocol diagnosi manag prevent covid19 prison puerto rico
"['thi', 'report', 'describ', 'result', 'mass', 'covid19', 'test', 'among', 'incarcer', 'person', 'prison', 'jail', '16', 'adult', 'correct', 'detent', 'facil', 'unit', 'state']",1,thi report describ result mass covid19 test among incarcer person prison jail 16 adult correct detent facil unit state
"['thi', 'report', 'describ', 'workplac', 'outbreak', 'associ', 'covid19', 'case', '15', 'industri', 'sector', 'utah', 'dure', 'march', '6june', '5', '2020']",1,thi report describ workplac outbreak associ covid19 case 15 industri sector utah dure march 6june 5 2020
"['thi', 'report', 'describ', 'identif', 'us', 'counti', 'covid19', 'hotspot', 'dure', 'march', '8juli', '15', '2020']",1,thi report describ identif us counti covid19 hotspot dure march 8juli 15 2020
"['thi', 'report', 'describ', 'analysi', 'data', '79', 'hotspot', 'counti', 'show', 'disproportion', 'number', 'covid19', 'case', 'among', 'underrepres', 'racial', 'ethnic', 'group', 'dure', 'februaryjun', '2020']",1,thi report describ analysi data 79 hotspot counti show disproportion number covid19 case among underrepres racial ethnic group dure februaryjun 2020
"['young', 'children', 'social', 'emot', 'mental', 'well', 'may', 'impact', 'pandem', 'learn', 'help', 'ensur', 'well']",1,young children social emot mental well may impact pandem learn help ensur well
"['adolesc', 'social', 'emot', 'mental', 'well', 'may', 'impact', 'pandem', 'learn', 'help', 'ensur', 'well']",1,adolesc social emot mental well may impact pandem learn help ensur well
"['checklist', 'back', 'school', 'plan']",1,checklist back school plan
"['cdc', 'public', 'health', 'news', 'press', 'releas', 'govern', 'public', 'health', 'news', 'medic', 'diseas', 'news', 'stori', 'idea', 'photo']",1,cdc public health news press releas govern public health news medic diseas news stori idea photo
"['guidanc', 'tool', 'help', 'peopl', 'make', 'decis', 'protect', 'commun', 'commun']",1,guidanc tool help peopl make decis protect commun commun
"['find', 'inform', 'manag', 'pediatr', 'patient', 'confirm', 'suspect', 'covid19']",1,find inform manag pediatr patient confirm suspect covid19
"['monitor', 'evalu', 'wear', 'mask', 'commun', 'mitig', 'strategi', 'covid19', 'cdc', 'action', 'guid']",1,monitor evalu wear mask commun mitig strategi covid19 cdc action guid
"['graphic', 'help', 'health', 'depart', 'develop', 'commun', 'commun', 'covid19', 'contact', 'trace']",1,graphic help health depart develop commun commun covid19 contact trace
"['risk', 'covid19', 'hospit', 'death', 'race', 'ethnic']",1,risk covid19 hospit death race ethnic
"['risk', 'covid19', 'hospit', 'death', 'age', 'group']",1,risk covid19 hospit death age group
"['oper', 'consider', 'assist', 'tb', 'program', 'health', 'servic', 'manag', 'healthcar', 'personnel', 'maintain', 'continu', 'essenti', 'tb', 'servic', 'low', 'resourc', 'non', 'us', 'set', 'dure', 'covid19', 'pandem']",1,oper consider assist tb program health servic manag healthcar personnel maintain continu essenti tb servic low resourc non us set dure covid19 pandem
"['thi', 'guidanc', 'address', 'gener', 'safeti', 'concern', 'laboratori', 'personnel', 'dure', 'covid19', 'pandem', 'includ', 'recommend', 'risk', 'assess', 'health', 'safeti', 'plan', 'social', 'distanc', 'face', 'cover', 'disinfect', 'person', 'hygien']",1,thi guidanc address gener safeti concern laboratori personnel dure covid19 pandem includ recommend risk assess health safeti plan social distanc face cover disinfect person hygien
"['learn', 'covid19', 'oper', 'consider', 'implement', 'immun', 'servic', 'non', 'us', 'countri', 'low', 'middl', 'incom']",1,learn covid19 oper consider implement immun servic non us countri low middl incom
"['thi', 'report', 'describ', 'seropreval', 'sar', 'cov2', 'infect', 'oregon']",1,thi report describ seropreval sar cov2 infect oregon
"['thi', 'report', 'describ', 'mental', 'health', 'challeng', 'face', 'commun', 'dure', 'covid19', 'pandem']",1,thi report describ mental health challeng face commun dure covid19 pandem
"['thi', 'report', 'describ', 'health', 'depart', 'effort', 'target', 'facil', 'wide', 'test', 'sar', 'cov2', 'within', 'nurs', 'home']",1,thi report describ health depart effort target facil wide test sar cov2 within nurs home
"['thi', 'report', 'describ', 'preval', 'covid19', 'among', 'resid', 'receiv', 'dialysi', 'maryland', 'nurs', 'home']",1,thi report describ preval covid19 among resid receiv dialysi maryland nurs home
"['add', 'articl', 'descript']",1,add articl descript
"['add', 'articl', 'descript']",1,add articl descript
"['thi', 'report', 'describ', '15', 'case', 'methanol', 'poison', 'associ', 'swallow', 'alcohol', 'base', 'hand', 'sanit', 'report', 'arizona', 'new', 'mexico', 'may', 'june']",1,thi report describ 15 case methanol poison associ swallow alcohol base hand sanit report arizona new mexico may june
"['healthcar', 'provid', 'follow', 'recommend', 'provid', 'high', 'qualiti', 'client', 'center', 'famili', 'plan', 'servic', 'dure', 'covid19', 'pandem']",1,healthcar provid follow recommend provid high qualiti client center famili plan servic dure covid19 pandem
"['thi', 'factsheet', 'provid', 'inform', 'gum', 'fit', 'center', 'employe', 'prevent', 'spread', 'covid19']",1,thi factsheet provid inform gum fit center employe prevent spread covid19
"['thi', 'factsheet', 'help', 'gym', 'fit', 'center', 'employ', 'prevent', 'spread', 'covid19']",1,thi factsheet help gym fit center employ prevent spread covid19
"['cdc', 'covid19', 'guidanc', 'refuge', 'resettl', 'servic', 'provid', 'interact', 'refuge', 'client', 'varieti', 'group', 'set']",1,cdc covid19 guidanc refuge resettl servic provid interact refuge client varieti group set
"['hire', 'home', 'servic', 'repair', 'dure', 'covid19']",1,hire home servic repair dure covid19
"['link', 'cdc', 'commun', 'tool', 'materi']",1,link cdc commun tool materi
"['healthcar', 'provid', 'facil', 'guidanc', 'non', 'us', 'set']",1,healthcar provid facil guidanc non us set
"['guidanc', 'home', 'social', 'servic', 'provid', 'client', 'dure', 'covid19', 'pandem', 'protect', 'themselv']",1,guidanc home social servic provid client dure covid19 pandem protect themselv
"['infect', 'prevent', 'control', 'inform', 'non', 'us', 'healthcar', 'set', 'non', 'us', 'nation', 'govern', 'offici', 'work', 'covid19', 'respons']",1,infect prevent control inform non us healthcar set non us nation govern offici work covid19 respons
"['thi', 'guidanc', 'veterinarian', 'veterinari', 'staff', 'provid', 'care', 'companion', 'anim']",1,thi guidanc veterinarian veterinari staff provid care companion anim
"['thi', 'guidanc', 'state', 'public', 'health', 'veterinarian', 'state', 'anim', 'health', 'offici', 'help', 'guid', 'decis', 'test', 'anim', 'sar', 'cov2']",1,thi guidanc state public health veterinarian state anim health offici help guid decis test anim sar cov2
"['peopl', 'recov', 'covid19', 'antibodi', 'blood', 'may', 'help', 'treat', 'peopl', 'recent', 'contract', 'viru', 'thi', 'treatment', 'need', 'elig', 'american', 'help', 'donat', 'plasma']",1,peopl recov covid19 antibodi blood may help treat peopl recent contract viru thi treatment need elig american help donat plasma
"['provid', 'strategi', 'k12', 'school', 'administr', 'encourag', 'student', 'wear', 'cloth', 'face', 'cover', 'maintain', 'posit', 'learn', 'environ']",1,provid strategi k12 school administr encourag student wear cloth face cover maintain posit learn environ
